DealerCommunityActivated	Account_Number	HDID	Date	Name	ADD1	ADD2	City	State	Zip	Country	Phone	Lead_SMS_Phone	Request_A_Consultation	Lead_SMS_Notification	ShopAtHome	Rank	Email	Lead_Email	Website	HD_Website	HD_Website2	GalleryImage	Criteria_1	Criteria_2	Criteria_3	Criteria_4	Hours	Hours_Fr	By_Appointment_Only
true	10025607|1000|01|00	245709	11/21/2019	Lawrence Interiors	225 11th St W		Hastings	MN	55033-2310	US	(651) 437-4334		false	false	B	A	dlawrence@lawrenceinteriors.net	dlawrence@lawrenceinteriors.net								Centurion	Please call for store hours.<br/>(651) 437-4334	Appelez pour les heures de magasin.<br/>(651) 437-4334	false
true	10025602|1000|01|00	2318195	11/21/2019	Bassett Furniture	11668 US Highway 1		North Palm Beach	FL	33408-3021	US	(561) 624-4242		false	false	B	A	gdesiervi@bassettfurniture.com	gdesiervi@bassettfurniture.com, klroberts@bassettfurniture.com									Please call for store hours.<br/>(561) 624-4242	Appelez pour les heures de magasin.<br/>(561) 624-4242	false
true	10025616|1000|01|00	2269649	11/21/2019	Northwest Window Coverings	322 Burnett Ave S	#A316	Renton	WA	98057	US	(425) 291-7668		true	false	H	B	robert@northwestwindowcoverings.com	kathryn@northwestwindowcoverings.com, robert@northwestwindowcoverings.com, sales@northwestwindowcoverings.com, info@northwestwindowcoverings.com		www.nwcwindowcoverings.com	www.nwcwindowcoverings.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10025629|1000|01|00	2324488	11/21/2019	Elite Shutters & Blinds	119 S Weber Dr		Chandler	AZ	85226-3217	US	(480) 725-1688		true	false	B	B	dave@eliteshuttersandblinds.com	dave@eliteshuttersandblinds.com		www.eliteshuttersandblinds.net	www.eliteshuttersandblinds.net						M-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: 10H00 - 15H00, DIM: Fermé, 	false
true	10025633|1000|01|00	2305579	11/21/2019	Shutter City	1270 Callaway Cir		Ripon	CA	95366-9205	US	(209) 599-2006		false	false	H	A	email@shuttercityca.com	email@shuttercityca.com									Please call for appointment.<br/>(209) 599-2006	Veuillez appeler pour une consultation.<br/>(209) 599-2006	false
true	10025240|1000|01|00	2335410	11/21/2019	Suzanne Perilli Hancock Interiors	931 Washington St W	Ste 5	Lewisburg	WV	24901-2541	US	(304) 520-4939		true	false	B	B	suzanne@sphinteriors.com	rachel@sphinteriors.com, suzanne@sphinteriors.com		www.suzannephancockinteriors.com	www.suzannephancockinteriors.com					Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10026389|1000|01|00	233106	11/21/2019	Karen Rea Designs	51731 9 Mile Rd		Northville	MI	48167-9720	US	(248) 921-4627		false	false	H	A	karen@karenreadesigns.com	karen@karenreadesigns.com		www.karenreadesignsmi.com	www.karenreadesignsmi.com						M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10026600|1000|01|00	1353797	11/21/2019	Aria On - Site	22 N Washington St		Ypsilanti	MI	48197-2618	US	(734) 971-0311		false	false	H	A	phil@populistcleaning.com	ruthann@populistcleaning.com, phil@populistcleaning.com, info@ariaonsite.com									Please call for appointment.<br/>(734) 971-0311	Veuillez appeler pour une consultation.<br/>(734) 971-0311	false
true	10040268|1000|01|00	248791	11/21/2019	The Blind Man	11451 Mayfield St		Livonia	MI	48150-5724	US	(734) 513-4400		false	false	H	A	kirkosler@aol.com	kirkosler@aol.com									Please call for appointment.<br/>(734) 513-4400	Veuillez appeler pour une consultation.<br/>(734) 513-4400	false
true	10041719|1000|01|00	248787	11/21/2019	Esquire Interiors	6235 Jackson Rd		Ann Arbor	MI	48103-9586	US	(734) 663-7011	(734) 478-7722	true	true	B	C	amanda@esquireinteriors.com	jbarron@esquireinteriors.com, amanda@esquireinteriors.com		www.esquireinteriors.com	www.esquireinteriors.com					Centurion	M-F: 10:00 am - 6:00 pm, Sat: 10:00 am - 4:00 pm, Sun: 12:00 pm - 4:00 pm, 	LUN-VEN: 10H00 - 18H00, SAM: 10H00 - 16H00, DIM: 12H00 - 16H00, 	false
true	10043223|1000|01|00	247459	11/21/2019	H & F Home Furnishings	155 State Road 35		River Falls	WI	54022-8264	US	(715) 425-2782		false	false	B	A	nealb@handfinc.com	info@handfinc.com, maryh@handfinc.com, shannong@handfinc.com, rhondaj@handfinc.com, nealb@handfinc.com									Please call for store hours.<br/>(715) 425-2782	Appelez pour les heures de magasin.<br/>(715) 425-2782	false
true	10043246|1000|01|00	247424	11/21/2019	Accent Window Fashions LLC	514 S 17th Ave		Wausau	WI	54401-5201	US	(715) 355-0772	715-551-4369	true	true	B	B	mary@accentwindowfashions.com	info@accentwindowfashions.com, mary@accentwindowfashions.com		www.accentwf.com	www.accentwf.com					Centurion	M: 10:00 am - 5:00 pm, T-W: 10:00 am - 7:00 pm, Th-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 3:00 pm, Sun: Closed, 	LUN: 10H00 - 17H00, MAR-MER: 10H00 - 19H00, JEU-VEN: 10H00 - 17H00, SAM: 10H00 - 15H00, DIM: Fermé, 	false
true	10043275|1000|01|00	1999277	11/21/2019	Blinds & Designs by Kelly	77 Sunset Blvd		Stevens Point	WI	54481-2378	US	(715) 295-0000		true	false	B	B	kellyroth@att.net	kellyroth@att.net, kellyroth@att.net		www.blindsanddesignsbykelly.com	www.blindsanddesignsbykelly.com					Centurion	M-F: 9:30 am - 5:00 pm, Sat: 9:00 am - 12:00 pm, Sun: Closed, 	LUN-VEN: 09H30 - 17H00, SAM: 09H00 - 12H00, DIM: Fermé, 	false
true	10006144|1000|01|00	707121	11/21/2019	Hidden Valley Designs Inc	N5570 Frontage Rd	Located in Floorcrafters	Onalaska	WI	54650-9230	US	(608) 526-9870		false	false	B	B	sheryl@designlacrosse.com	sheryl@designlacrosse.com, nikki@designlacrosse.com		www.hiddenvalleyblinds.com	www.hiddenvalleyblinds.com						M-F: 8:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 08H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10043235|1000|01|00	1105387	11/21/2019	Home Furniture	557 W Eads Pkwy		Lawrenceburg	IN	47025-1157	US	(812) 537-0610		false	false	B	A	sales@homefurnitureindiana.com	sales@homefurnitureindiana.com									Please call for store hours.<br/>(812) 537-0610	Appelez pour les heures de magasin.<br/>(812) 537-0610	false
true	10042965|1000|01|00	239126	11/21/2019	Stoess Hardware Inc	6541 W Highway 22		Crestwood	KY	40014-9323	US	(502) 241-8494		false	false	B	A	claudia@stoessinc.com	clayton@stoessinc.com, claudia@stoessinc.com									Please call for store hours.<br/>(502) 241-8494	Appelez pour les heures de magasin.<br/>(502) 241-8494	false
true	10042978|1000|01|00	1254609	11/21/2019	The Blinds Man Inc	468 Southland Dr		Lexington	KY	40503-1827	US	(859) 260-1551		false	false	B	B	tami@theblindsman.net	tami@theblindsman.net, smcdonald@theblindsman.net, pierson.bowling@southlandcomputer.com, melody@theblindsman.net, theblindsman@gmail.com, larry@theblindsman.net		www.blindsman.net	www.blindsman.net						M-F: 10:00 am - 5:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: Fermé, DIM: Fermé, 	false
true	10042991|1000|01|00	264605	11/21/2019	Window Accents	920 Loveland Madeira Rd	Ste 2A	Loveland	OH	45140-2706	US	(513) 398-5798	513-314-6739	true	true	S	B	slyon@windowaccentsinc.com	slyon@windowaccentsinc.com, klyon@windowaccentsinc.com, contact@windowaccentsinc.com, glyon@windowaccentsinc.com		https://windowaccentsinc.com	www.windowaccentsinc.com					Centurion	M-F: 11:00 am - 6:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 11H00 - 18H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10025559|1010|01|00		11/21/2019	Shades Of Home	1200 Speers Rd	Suite 18	Oakville	ON	L6L 2X4	CA	(905) 484-0789		false	false	B	B	steve.poxon@yahoo.ca	steve.poxon@yahoo.ca, marie@shadesofhome.ca		shadesofhome.hunterdouglas.ca	shadesofhome.hunterdouglas.ca						M-F: 10:00 am - 5:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 17H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10025565|1010|01|00		11/21/2019	Custom Blinds By Design	9940 99 Ave	Suite 100	Fort Saskatchewan	AB	T8L 4G8	CA	(780) 970-0716		false	false	B	B	brendajblais@gmail.com	brenda@customblindsbydesign.ca, brendajblais@gmail.com		customblindsbydesign.hunterdouglas.ca	customblindsbydesign.hunterdouglas.ca					Centurion	M-W: 10:00 am - 3:00 pm, Th: 12:00 pm - 7:00 pm, F: 10:00 am - 3:00 pm, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-MER: 10H00 - 15H00, JEU: 12H00 - 19H00, VEN: 10H00 - 15H00, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10006534|1010|01|00	1435361	11/21/2019	AMAZING WINDOW FASHIONS	7-7695 Jane St		CONCORD	ON	L4K 1A8	CA	(905) 761-0881		false	false	B	B	alexlivshe@gmail.com	alex@amazingwindowfashions.com, alexlivshe@gmail.com		amazingwindowfashions.hunterdouglas.ca	amazingwindowfashions.hunterdouglas.ca						M-F: 9:00 am - 6:00 pm, Sat: 10:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 18H00, SAM: 10H00 - 16H00, DIM: Fermé, 	false
true	10026762|1010|01|00		11/21/2019	R & R CREATIVE INTERIORS	1470-10103 101 ST		LAC LA BICHE	AB	T0A 2C0	CA	(780) 623-3353		false	false	B	A	rrci@telus.net	rrci@telus.net		http://rrci.hunterdouglas.ca/	rrci.hunterdouglas.ca					Centurion	Please call for store hours.<br/>(780) 623-3353	Appelez pour les heures de magasin.<br/>(780) 623-3353	false
true	10026832|1010|01|00		11/21/2019	GOTCHA COVERED OF CALGARY	149-315 5155 130 AVE SE		CALGARY	AB	T2Z 0N3	CA	(403) 200-1660		false	false	H	A	browns@gotchacovered.com	browns@gotchacovered.com									Please call for appointment.<br/>(403) 200-1660	Veuillez appeler pour une consultation.<br/>(403) 200-1660	false
true	10026834|1010|01|00		11/21/2019	CARPET ONE FLOOR & HOME	490-336 WHITEWOOD AVE W		NEW LISKEARD	ON	P0J 1P0	CA	(705) 647-7600		false	false	B	A	dwark@carpetonetemisk.com	mhintz@carpetonetemisk.com, admini@carpetonetemisk.com									Please call for store hours.<br/>(705) 647-7600	Appelez pour les heures de magasin.<br/>(705) 647-7600	false
true	10037066|1010|01|00		11/21/2019	Provincial Home Furnishers Inc	5599 Pare St		Mont-Royal	QC	H4P 1P7	CA	(514) 737-9180		false	false	B	A	provincialh@bellnet.ca	provincialh@bellnet.ca		provincialhome.hunterdouglas.ca	provincialhome.hunterdouglas.ca						M-F: 9:00 am - 5:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Fermé, DIM: Fermé, 	false
true	10037067|1010|01|00		11/21/2019	Shady Windows Inc	140 August Lily Cres		Gloucester	ON	K1V 2E3	CA	(613) 738-1788		false	false	H	A	esper@shadywindows.ca	esper@shadywindows.ca									Please call for appointment.<br/>(613) 738-1788	Veuillez appeler pour une consultation.<br/>(613) 738-1788	false
true	10037070|1010|01|00	2298660	11/21/2019	Auto Home Paints	1048 Balmoral St		Thunder Bay	ON	P7B 5T9	CA	(807) 626-0123		false	false	B	C	lori@autohomepaints.com	lori@autohomepaints.com, gabe@autohomepaints.com		autohomepaints.hunterdouglas.ca	autohomepaints.hunterdouglas.ca					Centurion	M-F: 8:00 am - 6:00 pm, Sat: 9:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 08H00 - 18H00, SAM: 09H00 - 15H00, DIM: Fermé, 	false
true	10037487|1010|01|00		11/21/2019	Interior Trends	11 Victoria Blvd		Clinton	ON	N0M 1L0	CA	(519) 482-3528		false	false	B	A	interiortrends1@tcc.on.ca	interiortrends@tcc.on.ca									Please call for store hours.<br/>(519) 482-3528	Appelez pour les heures de magasin.<br/>(519) 482-3528	false
true	10037488|1010|01|00		11/21/2019	Urban Aesthetics	1350 Riverside Dr		North Vancouver	BC	V7H 1V5	CA	(604) 833-7568		false	false	H	A	ndevries@portal.ca	ndevries@portal.ca		http://www.urbanaesthetics.hunterdouglas.ca	urbanaesthetics.hunterdouglas.ca						M-F: By Appointment Only, Sat: Closed, Sun: Closed, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Fermé, DIM: Fermé, 	false
true	10037934|1010|01|00		11/21/2019	Elgin Carpet One/Wallpaper Loft	1026 TALBOT ST		ST THOMAS	ON	N5P 1G3	CA	(519) 631-1187		false	false	B	A	tversteeg66@gmail.com	wallpaperloft@bellnet.ca, wallpaperloft@bellnet.ca, tversteeg66@gmail.com		wallpaperloft.hunterdouglas.ca	wallpaperloft.hunterdouglas.ca					Centurion	M-F: 7:30 am - 5:30 pm, Sat: 8:30 am - 4:30 pm, Sun: Closed, 	LUN-VEN: 07H30 - 17H30, SAM: 08H30 - 16H30, DIM: Fermé, 	false
true	10037935|1010|01|00		11/21/2019	MAGGIO FLOORING LTD	3039 COUNTY RD 29		BROCKVILLE	ON	K6V 5T4	CA	(613) 342-5880		false	false	B	A	maggioflooring@maggioflooring.com	maggioflooring@maggioflooring.com									M-Th: 8:00 am - 5:30 pm, F: 8:00 am - 6:00 pm, Sat: 8:00 am - 2:00 pm, Sun: Closed, 	LUN-JEU: 08H00 - 17H30, VEN: 08H00 - 18H00, SAM: 08H00 - 14H00, DIM: Fermé, 	false
true	10037937|1010|01|00	680848	11/21/2019	Maple Drapery Design Studio	8481 Keele St	Suite 11A	Concord	ON	L4K 1Z7	CA	(905) 660-7290		false	false	B	C	agata@mapledrapery.com	brenda@mapledrapery.com, brenda@mapledrapery.com, agata@mapledrapery.com, john@mapledrapery.com		mapledraperyandcarpet.hunterdouglas.ca	mapledraperyandcarpet.hunterdouglas.ca					Centurion	M-F: 9:00 am - 5:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10037938|1010|01|00		11/21/2019	Buy The Yard	208 Woolwich St		Guelph	ON	N1H 3V7	CA	(519) 767-1970		false	false	B	A	rachelle_vaneck@hotmail.ca	buytheyardinteriors@bellnet.ca, rachelle_vaneck@hotmail.ca		http://buytheyardinteriorsguelph.hunterdouglas.ca/	buytheyardinteriorsguelph.hunterdouglas.ca					Centurion	M: By Appointment Only, T-Th: 10:00 am - 4:00 pm, F: 10:00 am - 2:00 pm, Sat: 10:00 am - 2:00 pm, Sun: Closed, 	LUN: Sur rendez-vous uniquement, MAR-JEU: 10H00 - 16H00, VEN: 10H00 - 14H00, SAM: 10H00 - 14H00, DIM: Fermé, 	false
true	10037939|1010|01|00		11/21/2019	Gauvin Draperies & Design Inc	565 Rue Principale, C.P. 340		SAINT-JACQUES	NB	E7B 1Y3	CA	(506) 739-5095		false	false	B	B	lise@gauvin.co	gauvindr@nb.aibn.com									Please call for store hours.<br/>(506) 739-5095	Appelez pour les heures de magasin.<br/>(506) 739-5095	false
true	10037956|1010|01|00		11/21/2019	J.V.Designs	4820 Northland Dr	Unit 323	Calgary	AB	T2L 2C4	CA	(403) 660-0846		false	false	H	A	jvdesigns@shaw.ca	jvdesigns@shaw.ca									M-F: By Appointment Only, Sat: By Appointment Only, Sun: By Appointment Only, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Sur rendez-vous uniquement, 	false
true	10007070|1010|01|00		11/21/2019	Kurtains By Karen	164 Farley Dr		Guelph	ON	N1L 1L6	CA	(519) 822-9196		false	false	H	A	kbykaren@rogers.com	kbykaren@rogers.com									Please call for appointment.<br/>(519) 822-9196	Veuillez appeler pour une consultation.<br/>(519) 822-9196	false
true	10006727|1010|01|00	689696	11/21/2019	Sunshade Blinds & Drapery	88 Old Kingston Rd		Ajax	ON	L1T 2Z8	CA	(905) 428-0937		false	false	B	C	charlie@sunshade.ca	info@sunshade.ca, charlie@sunshade.ca		sunshade.hunterdouglas.ca	sunshade.hunterdouglas.ca						M-W: 10:00 am - 5:00 pm, Th-F: 10:00 am - 6:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-MER: 10H00 - 17H00, JEU-VEN: 10H00 - 18H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10007048|1010|01|00		11/21/2019	Ideal Decorating Inc	703 St Clair St		Chatham	ON	N7L 0E9	CA	(519) 351-8500		false	false	B	B	info@idealdecorating.ca	info@idealdecorating.ca, monica@idealdecorating.ca									Please call for store hours.<br/>(519) 351-8500	Appelez pour les heures de magasin.<br/>(519) 351-8500	false
true	10034531|1010|01|00	1771186	11/21/2019	Superblinds & Draperies Of Regina	1142 Broad St		Regina	SK	S4R 1X8	CA	(306) 757-1331		false	false	B	C	anita@superblindsregina.ca	home@superblindsregina.ca, anita@superblindsregina.ca, anita@superblindsregina.ca								Centurion	M-F: 9:00 am - 5:00 pm, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: 09H00 - 17H00, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10023957|1000|01|00	628002	11/21/2019	Jeddy's Interiors & Upholstery	34118 Pacific Coast Hwy	Unit 2	Dana Point	CA	92629-2714	US	(949) 240-9569		false	false	B	A	info@jeddys.com	info@jeddys.com									Please call for store hours.<br/>(949) 240-9569	Appelez pour les heures de magasin.<br/>(949) 240-9569	false
true	10023965|1000|01|00	1355316	11/21/2019	Jonathon's Coastal Living	18305 Euclid St		Fountain Valley	CA	92708-6113	US	(714) 434-0110		false	false	B	B	jbernal@jonathonsdesign.com	jbernal@jonathonsdesign.com		www.jonathonsdesign.net	www.jonathonsdesign.net					Centurion	M-F: 10:00 am - 6:00 pm, Sat: 10:00 am - 5:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 18H00, SAM: 10H00 - 17H00, DIM: Fermé, 	false
true	10023966|1000|01|00	245864	11/21/2019	Jost Carpet One	320 Oak St		Bakersfield	CA	93304-1731	US	(661) 327-7701		false	false	B	B	ryandotjost@gmail.com	wilma@jostcarpetone.com, delaine1@jostcarpetone.com, wilmajc@jostcarpetone.com, e_erik@jostcarpetone.com, ryandotjost@gmail.com, troy@jostcarpetone.com		www.jostwindowfashion.com	www.jostwindowfashion.com						M-F: 8:30 am - 5:30 pm, Sat: 10:00 am - 3:00 pm, Sun: Closed, 	LUN-VEN: 08H30 - 17H30, SAM: 10H00 - 15H00, DIM: Fermé, 	false
true	10024248|1000|01|00	1659008	11/21/2019	JZ Design Center	145 Sunnyside Ave		Clovis	CA	93611-0513	US	(559) 324-0555		false	false	B	B	teri@jzconstruction.com	teri@jzconstruction.com		www.jzdesigncenter.com	www.jzdesigncenter.com					Centurion	M-F: 8:00 am - 5:00 pm, Sat: Closed, Sun: Closed, 	LUN-VEN: 08H00 - 17H00, SAM: Fermé, DIM: Fermé, 	false
true	10025183|1000|02|00	1571983	11/21/2019	Herrajes Decorativos	Agustin Lara 24		Santo Domingo	DO	11903	DO	(809) 565-2070		true	false	S	C	jenny-guzmanc@hotmail.com	jenny-guzmanc@hotmail.com		www.herrajesdecorativosrd.com	www.herrajesdecorativosrd.com					Centurion	M-F: 9:00 am - 6:00 pm, Sat: 9:00 am - 1:00 pm, Sun: Closed, 	LUN-VEN: 09H00 - 18H00, SAM: 09H00 - 13H00, DIM: Fermé, 	false
true	10025189|1000|01|00	2141427	11/21/2019	Cortinas Caguas - Better Blinds	BW-1 AVENUE LAS AMERICAS		CAGUAS	PR	00725	US	(787) 746-5966		false	false	B	B	javi_5652@hotmail.com	betterblinds@hotmail.com, mari@intellishades.com		www.cortinasdeinterior.com	www.cortinasdeinterior.com						M-F: 8:00 am - 5:00 pm, Sat: 9:00 am - 4:00 pm, Sun: Closed, 	LUN-VEN: 08H00 - 17H00, SAM: 09H00 - 16H00, DIM: Fermé, 	false
true	10025190|1000|01|00	2540808	11/21/2019	Blinds + Ultrasonic Cleaning, Repair & Sales	419 E Lakewood Rd		West Palm Beach	FL	33405-2909	US	(561) 889-9597		false	false	H	A	blindsplusmorefl1@gmail.com	blindsplusmorefl1@gmail.com		www.blindsplusflorida.com	www.blindsplusflorida.com					Centurion	M-F: 8:00 am - 6:00 pm, Sat: 8:00 am - 6:00 pm, Sun: Closed, 	LUN-VEN: 08H00 - 18H00, SAM: 08H00 - 18H00, DIM: Fermé, 	false
true	10025193|1000|01|00	1964672	11/21/2019	Budget Blinds Of Littleton - Morris	7830 W Alameda Ave	#235	Lakewood	CO	80226-3093	US	(303) 238-5395		false	false	H	A	cslane@budgetblinds.com	cslane@budgetblinds.com									Please call for appointment.<br/>(303) 238-5395	Veuillez appeler pour une consultation.<br/>(303) 238-5395	false
true	10041262|1000|01|00	252372	11/21/2019	Lewis Floor & Home	1840 Skokie Blvd		Northbrook	IL	60062-4106	US	(847) 835-2400		true	false	B	C	mkmesa@lewisfloorandhome.com	mkmesa@lewisfloorandhome.com, mlewis@lewisfloorandhome.com		www.lewisblinds.com	www.lewisblinds.com					Centurion	M-Th: 9:00 am - 6:00 pm, F: 9:00 am - 5:00 pm, Sat: 9:00 am - 5:00 pm, Sun: 11:00 am - 5:00 pm, 	LUN-JEU: 09H00 - 18H00, VEN: 09H00 - 17H00, SAM: 09H00 - 17H00, DIM: 11H00 - 17H00, 	false
true	10041701|1000|01|00	252244	11/21/2019	Vertical Blinds Factory	9161 N Milwaukee Ave		Niles	IL	60714-1538	US	(847) 470-8828		false	false	B	A	scott@verticalblindsfactory.com	sales@verticalblindfactory.com, scott@verticalblindsfactory.com									Please call for store hours.<br/>(847) 470-8828	Appelez pour les heures de magasin.<br/>(847) 470-8828	false
true	10042921|1000|01|00	233567	11/21/2019	Ethan Allen-Brookfield	425 N Moorland Rd		Brookfield	WI	53005-6072	US	(262) 797-6872		false	false	B	A	therese.winkelmann@ethanallen.com	melissa.wilson@ethanallen.com, therese.winkelmann@ethanallen.com									Please call for store hours.<br/>(262) 797-6872	Appelez pour les heures de magasin.<br/>(262) 797-6872	false
true	10042615|1000|01|00	1999909	11/21/2019	Nationwide	5202 N Damen Ave		Chicago	IL	60625-1348	US	(773) 935-8700		false	false	S	A	cjones@nfwchicago.com	cjones@nfwchicago.com		www.nfwchicagowc.com	www.nfwchicagowc.com						M-F: By Appointment Only, Sat: By Appointment Only, Sun: Closed, 	LUN-VEN: Sur rendez-vous uniquement, SAM: Sur rendez-vous uniquement, DIM: Fermé, 	false
true	10013847|1000|01|00	1947782	11/21/2019	Carpets Plus Outlet	1241 22nd Ave		Kenosha	WI	53140-4304	US	(262) 883-9494		false	false	S	A	nancy@carpetsplusoutlet.com	nancy@carpetsplusoutlet.com									Please call for store hours.<br/>(262) 883-9494	Appelez pour les heures de magasin.<br/>(262) 883-9494	false
true	10042797|1000|01|00	551867	11/21/2019	Designworks Interiors	200 S River Ave		Holland	MI	49423-3143	US	(616) 394-4384		false	false	B	A	dwinteriors@gmail.com	leena.sullivan@dwinteriors.com, dwinteriors@gmail.com		www.designworksinteriorsholland.com	www.designworksinteriorsholland.com						M-F: 10:00 am - 6:00 pm, Sat: 10:00 am - 6:00 pm, Sun: Closed, 	LUN-VEN: 10H00 - 18H00, SAM: 10H00 - 18H00, DIM: Fermé, 	false
